fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Guido SACCONI,4425,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Giacomo SANTINI,2252,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,06-2001,male
Amalia SARTORI,4423,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,female
Luciana SBARBATI,4428,Italy,"Group of the European Liberal, Democrat and Reform Party",None,Partito Repubblicano Italiano,1999-2004,07-1999,female
Umberto SCAPAGNINI,2194,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Mariotto SEGNI,2027,Italy,Non-attached Members,Union for Europe of the Nations Group ,Patto Segni,1999-2004,07-1999,male
Vittorio SGARBI,4421,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Francesco Enrico SPERONI,997,Italy,Technical Group of Independent Members,None,Lega Nord Per L'Indipendenza Della Padania,1999-2004,07-1999,male
Antonio TAJANI,2187,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Bruno TRENTIN,4397,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Franz TURCHI,4742,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza Nazionale,1999-2004,07-1999,male
Maurizio TURCO,4745,Italy,Technical Group of Independent Members,Non-attached Members,Lista Emma Bonino,1999-2004,07-1999,male
Gianni VATTIMO,4398,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Walter VELTRONI,4424,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Guido VICECONTE,2197,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Luigi VINCI,1957,Italy,Confederal Group of the European United Left/Nordic Green Left,None,Partito Della Rifondazione Comunista,1999-2004,07-1999,male
Demetrio VOLCIC,4418,Italy,Group of the Party of European Socialists,None,Democratici Di Sinistra,1999-2004,07-1999,male
Stefano ZAPPALA',4433,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,1999-2004,07-1999,male
Pietro-Paolo MENNEA,4711,Italy,"Group of the European Liberal, Democrat and Reform Party",Group of the European People's Party (Christian Democrats) and European Democrats ,I Democratici,1999-2004,07-1999,male
Vittorio AGNOLETTO,28975,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,07-2004,male
Vincenzo AITA,36583,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,06-2006,male
Gabriele ALBERTINI,28367,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Alfonso ANDRIA,28363,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Roberta ANGELILLI,1941,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,female
Alfredo ANTONIOZZI,28422,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Paolo BARTOLOZZI,21818,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,06-2008,male
Domenico Antonio BASILE,72722,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,06-2008,male
Alessandro BATTILOCCHIO,28427,Italy,Non-attached Members,Socialist Group in the European Parliament ,Partito Socialista Nuovo Psi,2004-2009,07-2004,male
Sergio BERLATO,4746,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,male
Giovanni BERLINGUER,28369,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,male
Pier Luigi BERSANI,28329,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Fausto BERTINOTTI,2023,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,07-2004,male
Emma BONINO,1566,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Lista Emma Bonino,2004-2009,07-2004,female
Vito BONSIGNORE,29074,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,07-2004,male
Mario BORGHEZIO,21817,Italy,Independence/Democracy Group,None,Lega Nord Per L'Indipendenza Della Padania,2004-2009,07-2004,male
Erminio Enzo BOSO,72753,Italy,Union for Europe of the Nations Group,None,Lega Nord Per L'Indipendenza Della Padania,2004-2009,06-2008,male
Umberto BOSSI,2036,Italy,Independence/Democracy Group,Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,2004-2009,07-2004,male
Giuseppe BOVA,41003,Italy,Non-attached Members,None,Uniti Nell'Ulivo,2004-2009,05-2008,male
Iles BRAGHETTO,34174,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,07-2005,male
Mercedes BRESSO,28346,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,female
Renato BRUNETTA,4422,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Maddalena CALIA,93776,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,09-2008,female
Marco CAPPATO,4740,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Lista Emma Bonino,2004-2009,05-2006,male
Giorgio CAROLLO,28415,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Carlo CASINI,988,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,05-2006,male
Giuseppe CASTIGLIONE,28459,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Giusto CATANIA,28979,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,07-2004,male
Lorenzo CESA,28451,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,07-2004,male
Giulietto CHIESA,28973,Italy,Group of the Alliance of Liberals and Democrats for Europe,Socialist Group in the European Parliament ,Italia Dei Valori,2004-2009,07-2004,male
Fabio CIANI,41005,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Partito Democratico,2004-2009,05-2008,male
Paolo CIRINO POMICINO,28978,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Alleanza Popolare - Unione Democratici Per L'Europa,2004-2009,07-2004,male
Luigi COCILOVO,4470,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,La Margherita,2004-2009,07-2004,male
Paolo COSTA,4747,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Massimo D'ALEMA,28431,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,male
Ottaviano DEL TURCO,28432,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Gianni DE MICHELIS,28452,Italy,Non-attached Members,Socialist Group in the European Parliament ,Partito Socialista Nuovo Psi,2004-2009,07-2004,male
Antonio DE POLI,28417,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,07-2004,male
Armando DIONISI,28426,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,07-2004,male
Antonio DI PIETRO,4404,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori,2004-2009,07-2004,male
Beniamino DONNICI,38399,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori,2004-2009,03-2007,male
Michl EBNER,2075,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Uniti Nell'Ulivo-Südtiroler Volkspartei,2004-2009,07-2004,male
Carlo FATUZZO,4413,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Partito Pensionati,2004-2009,07-2004,male
Claudio FAVA,4469,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,male
Francesco FERRARI,38849,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,07-2007,male
Roberto FIORE,41004,Italy,Non-attached Members,None,Alternativa Sociale,2004-2009,05-2008,male
Alessandro FOGLIETTA,28425,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,male
Monica FRASSONI,4254,Italy,Group of the Greens/European Free Alliance,None,Federazione Dei Verdi,2004-2009,07-2004,female
Corrado GABRIELE,36391,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,05-2006,male
Elisabetta GARDINI,58758,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,05-2008,female
Giuseppe GARGANI,4562,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Jas GAWRONSKI,1113,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Monica GIUNTINI,94391,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,10-2008,female
Gian Paolo GOBBO,4741,Italy,Non-attached Members,Union for Europe of the Nations Group ,Lega Nord Per L'Indipendenza Della Padania,2004-2009,11-2006,male
Donata GOTTARDI,36395,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,05-2006,female
Lilli GRUBER,28368,Italy,Socialist Group in the European Parliament,None,Indipendente,2004-2009,07-2004,female
Umberto GUIDONI,28974,Italy,Confederal Group of the European United Left,None,Partito Dei Comunisti Italiani,2004-2009,07-2004,male
Sepp KUSSTATSCHER,28418,Italy,Group of the Greens/European Free Alliance,None,Federazione Dei Verdi,2004-2009,07-2004,male
Romano Maria LA RUSSA,28416,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,male
Vincenzo LAVARRA,4455,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,05-2005,male
Innocenzo LEONTINI,72754,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,06-2008,male
Enrico LETTA,28413,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Pia Elda LOCATELLI,28976,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,female
Eleonora LO CURTO,93515,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2008,female
Raffaele LOMBARDO,4472,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,07-2004,male
Andrea LOSCO,36393,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,05-2006,female
Mario MANTOVANI,4395,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Catiuscia MARINI,41006,Italy,Socialist Group in the European Parliament,None,Partito Democratico,2004-2009,05-2008,female
Mario MAURO,4393,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Luisa MORGANTINI,4453,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,07-2004,female
Roberto MUSACCHIO,28977,Italy,Confederal Group of the European United Left,None,Partito Della Rifondazione Comunista - Sinistra Europea,2004-2009,07-2004,male
Cristiana MUSCARDINI,1073,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,female
Francesco MUSOTTO,4471,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Antonio MUSSA,21951,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,11-2008,male
Alessandra MUSSOLINI,28429,Italy,Non-attached Members,"Identity, Tradition and Sovereignty Group ",Alternativa Sociale,2004-2009,07-2004,female
Sebastiano (Nello) MUSUMECI,1944,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,male
Pasqualina NAPOLETANO,1065,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,female
Achille OCCHETTO,1094,Italy,Socialist Group in the European Parliament,None,Italia Dei Valori - Di Pietro-Occhetto,2004-2009,05-2006,male
Maria Grazia PAGANO,72727,Italy,Socialist Group in the European Parliament,None,Partito Democratico,2004-2009,06-2008,female
Marco PANNELLA,1002,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Lista Emma Bonino,2004-2009,07-2004,male
Pier Antonio PANZERI,28365,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Aldo PATRICIELLO,36392,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,05-2006,male
Umberto PIRILLI,29073,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,male
Lapo PISTELLI,28420,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,La Margherita,2004-2009,07-2004,male
Gianni PITTELLA,4436,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Guido PODESTÀ,2046,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Adriana POLI BORTONE,4467,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,female
Giovanni PROCACCI,4460,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,La Margherita,2004-2009,11-2005,male
Vittorio PRODI,28370,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Giovanni RIVERA,33611,Italy,Non-attached Members,None,Uniti Nell'Ulivo,2004-2009,05-2005,male
Marco RIZZO,28410,Italy,Confederal Group of the European United Left,None,Partito Dei Comunisti Italiani,2004-2009,07-2004,male
Giovanni ROBUSTI,58757,Italy,Union for Europe of the Nations Group,None,Lega Nord Per L'Indipendenza Della Padania,2004-2009,05-2008,male
Luca ROMAGNOLI,28457,Italy,Non-attached Members,"Identity, Tradition and Sovereignty Group ",Movimento Sociale Fiamma Tricolore,2004-2009,07-2004,male
Guido SACCONI,4425,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Matteo SALVINI,28404,Italy,Independence/Democracy Group,Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,2004-2009,07-2004,male
Michele SANTORO,28333,Italy,Socialist Group in the European Parliament,None,Indipendente,2004-2009,07-2004,female
Sebastiano SANZARELLO,58727,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2004-2009,05-2008,male
Amalia SARTORI,4423,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,female
Luciana SBARBATI,4428,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,07-2004,female
Francesco Enrico SPERONI,997,Italy,Independence/Democracy Group,Non-attached Members,Lega Nord Per L'Indipendenza Della Padania,2004-2009,07-2004,male
Gianluca SUSTA,36396,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,05-2006,male
Antonio TAJANI,2187,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Salvatore TATARELLA,1945,Italy,Union for Europe of the Nations Group,None,Alleanza Nazionale,2004-2009,07-2004,male
Patrizia TOIA,28340,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,La Margherita,2004-2009,07-2004,female
Armando VENETO,36390,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Alleanza Popolare - Unione Democratici Per L'Europa,2004-2009,05-2006,male
Riccardo VENTRE,28437,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Donato Tommaso VERALDI,36394,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Uniti Nell'Ulivo,2004-2009,05-2006,male
Marcello VERNOLA,28439,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Marta VINCENZI,28335,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,female
Mauro ZANI,28414,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,07-2004,male
Iva ZANICCHI,41007,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,05-2008,female
Stefano ZAPPALA',4433,Italy,Group of the European People's Party (Christian Democrats) and European Democrats,None,Forza Italia,2004-2009,07-2004,male
Nicola ZINGARETTI,28419,Italy,Socialist Group in the European Parliament,None,Democratici Di Sinistra,2004-2009,07-2004,male
Rapisardo ANTINUCCI,72723,Italy,Socialist Group in the European Parliament,None,Uniti Nell'Ulivo,2004-2009,06-2008,male
Gabriele ALBERTINI,28367,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Sonia ALFANO,97086,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,female
Magdi Cristiano ALLAM,96992,Italy,Group of the European People's Party (Christian Democrats),Europe of freedom and democracy Group ,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2009-2014,07-2009,female
Roberta ANGELILLI,1941,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Antonello ANTINORO,97193,Italy,Group of the European People's Party (Christian Democrats),None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2009-2014,07-2009,male
Alfredo ANTONIOZZI,28422,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Pino ARLACCHI,97228,Italy,Group of the Alliance of Liberals and Democrats for Europe,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,male
Raffaele BALDASSARRE,96757,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Francesca BALZANI,96979,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,female
Giovanni BARBAGALLO,123792,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,03-2014,male
Francesca BARRACCIU,116823,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,12-2012,female
Paolo BARTOLOZZI,21818,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Sergio BERLATO,4746,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Luigi BERLINGUER,97156,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Fabrizio BERTOT,118709,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,04-2013,male
Mara BIZZOTTO,97198,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,female
Franco BONANINI,118710,Italy,Non-attached Members,None,Partito Democratico,2009-2014,04-2013,male
Vito BONSIGNORE,29074,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Mario BORGHEZIO,21817,Italy,Europe of freedom and democracy Group,Non-attached Members,Lega Nord,2009-2014,07-2009,male
Rita BORSELLINO,96916,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,female
Antonio CANCIAN,96733,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Salvatore CARONNA,96866,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Carlo CASINI,988,Italy,Group of the European People's Party (Christian Democrats),None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2009-2014,07-2009,male
Sergio Gaetano COFFERATI,96915,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Giovanni COLLINO,97195,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Lara COMI,96775,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Silvia COSTA,96917,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,female
Andrea COZZOLINO,96880,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,female
Rosario CROCETTA,96886,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Francesco DE ANGELIS,96887,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Paolo DE CASTRO,96891,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Luigi de MAGISTRIS,97129,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,male
Susy DE MARTINI,118708,Italy,European Conservatives and Reformists Group,None,Il Popolo Della Libertà,2009-2014,04-2013,female
Luigi Ciriaco DE MITA,1746,Italy,Group of the European People's Party (Christian Democrats),None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2009-2014,07-2009,male
Leonardo DOMENICI,96888,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Herbert DORFMANN,96787,Italy,Group of the European People's Party (Christian Democrats),None,Südtiroler Volkspartei,2009-2014,07-2009,male
Carlo FIDANZA,96810,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Lorenzo FONTANA,96993,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,male
Franco FRIGO,118999,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,05-2013,male
Elisabetta GARDINI,58758,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Giuseppe GARGANI,4562,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,06-2011,male
Roberto GUALTIERI,96892,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Salvatore IACOLINO,96818,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Vincenzo IOVINE,97130,Italy,Group of the Alliance of Liberals and Democrats for Europe,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,male
Giovanni LA VIA,96816,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Clemente MASTELLA,4462,Italy,Group of the European People's Party (Christian Democrats),None,Unione Democratici Per L'Europa,2009-2014,07-2009,male
Barbara MATERA,96813,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Mario MAURO,4393,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Erminia MAZZONI,96817,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Guido MILANA,97020,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Claudio MORGANTI,97280,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,male
Tiziano MOTTI,96760,Italy,Group of the European People's Party (Christian Democrats),None,Unione Dei Democratici Cristiani E Dei Democratici Di Centro,2009-2014,07-2009,male
Cristiana MUSCARDINI,1073,Italy,Group of the European People's Party (Christian Democrats),European Conservatives and Reformists Group ,Il Popolo Della Libertà,2009-2014,07-2009,female
Alfredo PALLONE,97197,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Pier Antonio PANZERI,28365,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Aldo PATRICIELLO,36392,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Mario PIRILLO,96890,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Gianni PITTELLA,4436,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Vittorio PRODI,28370,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Fiorello PROVERA,96994,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,male
Niccolò RINALDI,97229,Italy,Group of the Alliance of Liberals and Democrats for Europe,None,Italia Dei Valori - Lista Di Pietro,2009-2014,07-2009,male
Crescenzio RIVELLINI,97199,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Licia RONZULLI,96819,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
Oreste ROSSI,97196,Italy,Europe of freedom and democracy Group,Non-attached Members,Lega Nord,2009-2014,07-2009,male
Potito SALATTO,96889,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Matteo SALVINI,28404,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,male
Amalia SARTORI,4423,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,female
David Maria SASSOLI,96864,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
Giancarlo SCOTTÀ,96996,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,male
Marco SCURRIA,96843,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Debora SERRACCHIANI,96865,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,female
Sergio Paolo Francesco SILVESTRIS,96755,Italy,Group of the European People's Party (Christian Democrats),None,Il Popolo Della Libertà,2009-2014,07-2009,male
Francesco Enrico SPERONI,997,Italy,Europe of freedom and democracy Group,None,Lega Nord,2009-2014,07-2009,male
Gianluca SUSTA,36396,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,None,Partito Democratico,2009-2014,07-2009,male
